"word1","freq"
"planted",4
"playin",4
"plead",4
"pls",4
"pneumonia",4
"podcast",4
"poke",4
"polished",4
"popcorn",4
"popping",4
"porn",4
"portfolio",4
"portlands",4
"portrayal",4
"portugal",4
"pose",4
"postcards",4
"potus",4
"practiced",4
"pre",4
"preceded",4
"precinct",4
"precisely",4
"preferably",4
"preheat",4
"preparations",4
"preserve",4
"president’s",4
"prevented",4
"prevention",4
"priest",4
"priests",4
"princeton",4
"principle",4
"privilege",4
"prized",4
"proactive",4
"proceedings",4
"produces",4
"producing",4
"productions",4
"proposes",4
"protections",4
"proves",4
"province",4
"psychologist",4
"psychology",4
"publics",4
"pulitzer",4
"pulp",4
"punished",4
"pupil",4
"purposes",4
"quantities",4
"quantity",4
"questionable",4
"quicker",4
"quilt",4
"quilting",4
"quoting",4
"r-district",4
"raining",4
"ralph",4
"ramirez",4
"ranch",4
"randy",4
"ranking",4
"rapper",4
"raspberry",4
"rated",4
"ravi",4
"rbi",4
"reactions",4
"realised",4
"receivers",4
"recognise",4
"recommends",4
"recovering",4
"recruit",4
"recruited",4
"recycled",4
"redemption",4
"redevelopment",4
"reese",4
"referrals",4
"refers",4
"reflecting",4
"refreshed",4
"refrigerator",4
"refs",4
"refuses",4
"regal",4
"regarded",4
"rehearsal",4
"reject",4
"relies",4
"reliever",4
"religions",4
"relocate",4
"relocated",4
"relying",4
"remembers",4
"reminiscent",4
"remorse",4
"renaissance",4
"renamed",4
"renovation",4
"repeating",4
"reputations",4
"requirement",4
"respondents",4
"resurrection",4
"retailers",4
"retain",4
"rev",4
"revamped",4
"revised",4
"reyna",4
"rhodes",4
"rhubarb",4
"rhyme",4
"rico",4
"ripped",4
"risotto",4
"rite",4
"rituals",4
"rivera",4
"robe",4
"robot",4
"robots",4
"robust",4
"rochester",4
"rogers",4
"rogue",4
"rookies",4
"rooting",4
"rosacea",4
"rounding",4
"routines",4
"rugby",4
"ruins",4
"ruler",4
"rumors",4
"rundown",4
"russo",4
"rutgers",4
"sacks",4
"sagas",4
"salads",4
"salem",4
"saloon",4
"salsa",4
"salty",4
"salvation",4
"sammy",4
"sane",4
"sassoon",4
"sausage",4
"sauvignon",4
"savage",4
"scam",4
"scenic",4
"scent",4
"schemes",4
"scholarships",4
"schwartz",4
"scouring",4
"scout",4
"scraped",4
"scratch",4
"screwed",4
"scripts",4
"scroll",4
"secular",4
"segment",4
"selecting",4
"sends",4
"senna",4
"sensory",4
"sentenced",4
"sentences",4
"sergeant",4
"setback",4
"settings",4
"settlement",4
"shadowy",4
"sharon",4
"sharpton",4
"shatter",4
"shelf",4
"sheriff",4
"shipments",4
"shook",4
"shortage",4
"showcase",4
"showdown",4
"shrine",4
"shriver",4
"shutout",4
"shutter",4
"sights",4
"silky",4
"similarly",4
"singer-songwriter",4
"singled",4
"sings",4
"sketches",4
"skewers",4
"skincare",4
"skipped",4
"skipping",4
"sl",4
"sla",4
"slave",4
"sleeves",4
"sloan",4
"slot",4
"slowed",4
"smartest",4
"smoky",4
"smug",4
"snacks",4
"snake",4
"snap",4
"sneaker",4
"snyder",4
"soak",4
"solos",4
"solved",4
"songwriters",4
"soooo",4
"soothe",4
"sounding",4
"southwestern",4
"spaghetti",4
"span",4
"specially",4
"spectator",4
"spends",4
"spices",4
"spirituality",4
"spiritually",4
"spokesperson",4
"spreading",4
"spree",4
"springsteen",4
"sprinkle",4
"sprint",4
"spur",4
"spurs",4
"spy",4
"squares",4
"stacks",4
"staged",4
"stake",4
"standings",4
"staring",4
"statehouse",4
"stating",4
"statue",4
"steadily",4
"stein",4
"steroids",4
"stevens",4
"sticker",4
"stickers",4
"stimulate",4
"stinky",4
"stole",4
"stool",4
"storage",4
"stored",4
"straw",4
"strengths",4
"stressful",4
"striking",4
"stroller",4
"structural",4
"structured",4
"stuffed",4
"stumble",4
"subdivision",4
"subsequently",4
"subsidies",4
"subtitles",4
"suburb",4
"suburbs",4
"succeeding",4
"succession",4
"sucked",4
"suffers",4
"summary",4
"supermarket",4
"supervised",4
"supplement",4
"supporter",4
"surge",4
"suspension",4
"swallowed",4
"swam",4
"swamp",4
"sweater",4
"sweep",4
"sweeter",4
"swept",4
"swiss",4
"sxsw",4
"sympathetic",4
"syncare",4
"syndrome",4
"synonymous",4
"taboo",4
"tack",4
"tangible",4
"tank",4
"tasked",4
"tasks",4
"taxis",4
"teaser",4
"teaspoon",4
"teller",4
"tent",4
"terrace",4
"terri",4
"texans",4
"tha",4
"thatll",4
"theodore",4
"thereof",4
"thirsty",4
"thou",4
"thoughtful",4
"thumb",4
"thunder",4
"tiara",4
"tiger",4
"tj",4
"tomb",4
"tonite",4
"tooth",4
"toothpaste",4
"topping",4
"tops",4
"tornado",4
"torture",4
"towering",4
"traces",4
"traditionally",4
"tragic",4
"trains",4
"trc",4
"trevor",4
"trey",4
"troy",4
"trusted",4
"tsp",4
"tubes",4
"tucker",4
"tuition",4
"tulips",4
"tumultuous",4
"tunes",4
"tweeting",4
"twisted",4
"twists",4
"two-day",4
"ue",4
"ufc",4
"unabashed",4
"unavailable",4
"unchanged",4
"undergraduate",4
"unhappy",4
"unintended",4
"unity",4
"unleashed",4
"unpack",4
"unpaid",4
"uo",4
"upright",4
"uptown",4
"urgency",4
"utah",4
"vacations",4
"val",4
"valued",4
"vampires",4
"vendor",4
"vessel",4
"vessels",4
"viable",4
"vin",4
"viral",4
"visibility",4
"voiced",4
"vultures",4
"waffles",4
"wage",4
"waitress",4
"walden",4
"walgreens",4
"walkers",4
"walnut",4
"walt",4
"warming",4
"warped",4
"wasted",4
"watercress",4
"watkins",4
"waving",4
"weakened",4
"wealthiest",4
"wedge",4
"weed",4
"week’s",4
"weiner",4
"welcomed",4
"wept",4
"whack",4
"wharton",4
"wheels",4
"whip",4
"whoop",4
"whore",4
"wicked",4
"wifes",4
"willie",4
"willingham",4
"wilsonville",4
"wireless",4
"wires",4
"wished",4
"woodbridge",4
"world’s",4
"wraps",4
"wreck",4
"wrongdoing",4
"xx",4
"yen",4
"yu",4
"yup",4
"--top",3
"-acre",3
"-american",3
"-bed",3
"-page",3
"-point",3
"-pound",3
"-site",3
"-team",3
"\200",3
"‘’",3
"’’",3
"“don’t",3
"“now",3
"“one",3
"“thank",3
"“wait",3
"“well",3
"»",3
"aac",3
"aadland",3
"abandon",3
"abdullah",3
"absurd",3
"absurdity",3
"aca",3
"accelerated",3
"acclaim",3
"accommodate",3
"accomplishing",3
"accomplishments",3
"accord",3
"accounted",3
"accusation",3
"aces",3
"achievements",3
"achieving",3
"acquainted",3
"acrylic",3
"acta",3
"acted",3
"activated",3
"additionally",3
"adhd",3
"adjusting",3
"administers",3
"administrator",3
"admittedly",3
"adoration",3
"advent",3
"advertisements",3
"advise",3
"advised",3
"adviser",3
"advisers",3
"af",3
"affection",3
"affiliation",3
"affluent",3
"aforementioned",3
"african-american",3
"aftermath",3
"agricultural",3
"ain’t",3
"aioli",3
"aired",3
"airing",3
"akin",3
"alan",3
"alarms",3
"alas",3
"alexandra",3
"algebra",3
"aliens",3
"allergic",3
"allergies",3
"alliance",3
"allman",3
"allocated",3
"ally",3
"aloud",3
"altar",3
"alter",3
"alvin",3
"amazement",3
"amazoncom",3
"ambitious",3
"amenities",3
"amused",3
"amusement",3
"analogy",3
"analyzed",3
"analyzing",3
"anchors",3
"anecdotes",3
"anita",3
"ankles",3
"announcing",3
"annually",3
"antenna",3
"anthology",3
"antiques",3
"anything”",3
"apiece",3
"apologizing",3
"appealed",3
"appetizer",3
"applauded",3
"applause",3
"appointees",3
"appraisal",3
"aquarium",3
"aquatic",3
"arbitrary",3
"arbitration",3
"arch",3
"arctic",3
"arden",3
"arguably",3
"arkansas",3
"array",3
"arrogance",3
"artifacts",3
"artistry",3
"asap",3
"ascot",3
"ashore",3
"aspirin",3
"assaults",3
"assertion",3
"assess",3
"asshole",3
"assistants",3
"assistive",3
"associates",3
"assumes",3
"assumptions",3
"assurance",3
"assure",3
"assures",3
"asylums",3
"atf",3
"attendees",3
"attracted",3
"attractions",3
"attributes",3
"auction",3
"audition",3
"auditors",3
"augusta",3
"auntie",3
"author’s",3
"avenues",3
"avert",3
"avery",3
"avezzano",3
"avid",3
"avocado",3
"await",3
"awoke",3
"aww",3
"az",3
"babys",3
"backer",3
"backside",3
"badass",3
"badger",3
"baffled",3
"baja",3
"bakers",3
"bald",3
"bales",3
"balloon",3
"balloons",3
"bandit",3
"banging",3
"bangs",3
"bankrupt",3
"banning",3
"barber",3
"barks",3
"barney",3
"barolo",3
"baron",3
"barred",3
"barrels",3
"bart",3
"bartenders",3
"basil",3
"batches",3
"bathing",3
"baths",3
"bats",3
"battled",3
"battlefield",3
"bearable",3
"beasts",3
"beauties",3
"beaver",3
"beck",3
"bees",3
"begged",3
"begotten",3
"behaviors",3
"belgian",3
"belle",3
"benedict",3
"bennett",3
"benny",3
"benson",3
"berger",3
"berries",3
"bestfriend",3
"bethard",3
"bethenny",3
"betty",3
"bf",3
"bigotry",3
"bigz",3
"billing",3
"billionaires",3
"bing",3
"biography",3
"bipartisan",3
"birch",3
"birding",3
"biscuit",3
"bishops",3
"bites",3
"bittersweet",3
"blackberry",3
"bladder",3
"blade",3
"blagojevich",3
"blair",3
"blankets",3
"blatantly",3
"blazing",3
"bleeding",3
"blending",3
"blends",3
"blink",3
"blockbuster",3
"blonde",3
"blooming",3
"blossoms",3
"blount",3
"blowout",3
"blows",3
"blueprint",3
"blurb",3
"boarding",3
"boasts",3
"boeing",3
"bombing",3
"boob",3
"booster",3
"boozer",3
"borough",3
"borrowers",3
"bosh",3
"bosnian",3
"bostons",3
"bounced",3
"bows",3
"boxers",3
"bra",3
"bradley",3
"bradshaw",3
"bransons",3
"breach",3
"breastfeeding",3
"breed",3
"bridges",3
"bridget",3
"briefcase",3
"brim",3
"broadcaster",3
"broadcasting",3
"broadest",3
"broadly",3
"broccoli",3
"brock",3
"brokers",3
"bronze",3
"bronzer",3
"brotherhood",3
"brow",3
"brownies",3
"bruno",3
"brussels",3
"brutality",3
"bryce",3
"buddha",3
"buddies",3
"buffer",3
"buka",3
"bulb",3
"bullet",3
"bullied",3
"bullies",3
"bullying",3
"bum",3
"bundle",3
"bundled",3
"bunko",3
"bunnies",3
"buoy",3
"burglary",3
"burke",3
"burnt",3
"burroughs",3
"busch",3
"buses",3
"bushy",3
"busted",3
"busting",3
"buzzcocks",3
"bynum",3
"bypass",3
"byron",3
"cables",3
"caesar",3
"caffeine",3
"cage",3
"calf",3
"callan",3
"camper",3
"camps",3
"camra",3
"canadians",3
"canal",3
"canceled",3
"cancerous",3
"candle",3
"cannon",3
"canon",3
"canvas",3
"capitalism",3
"capped",3
"carbonation",3
"cardamom",3
"cardio",3
"carefree",3
"carmel",3
"carnival",3
"carrier",3
"carson",3
"carve",3
"casspi",3
"casually",3
"catalyst",3
"catastrophe",3
"catherine",3
"catholics",3
"cave",3
"cdc",3
"ce",3
"ceased",3
"celebratory",3
"celebrity",3
"celery",3
"cellphone",3
"cerebral",3
"cesare",3
"chad",3
"chagrin",3
"chalk",3
"challenger",3
"chandler",3
"channels",3
"chanting",3
"character’s",3
"chardonnay",3
"charger",3
"charitable",3
"chased",3
"cheesecake",3
"cheesy",3
"chesterfield",3
"chevrolet",3
"chewy",3
"chic",3
"chicks",3
"chikwaka",3
"chilled",3
"chilly",3
"chooses",3
"christies",3
"christine",3
"chronic",3
"chronicle",3
"chronicled",3
"chronicles",3
"chrysler",3
"chucks",3
"chunks",3
"chunky",3
"cider",3
"cigarette",3
"cilantro",3
"cipriano",3
"citadel",3
"cite",3
"cites",3
"citizenship",3
"civilians",3
"civilized",3
"cj",3
"clarified",3
"clashed",3
"claws",3
"cleared",3
"clearer",3
"clergy",3
"clerk",3
"clevenger",3
"clifford",3
"clones",3
"closes",3
"clown",3
"clubhouse",3
"clutch",3
"clutching",3
"co-conspirators",3
"co-founder",3
"co-workers",3
"coached",3
"coachs",3
"coasters",3
"coasts",3
"coated",3
"coburn",3
"cod",3
"codecs",3
"coffin",3
"cohesive",3
"coke",3
"col",3
"colder",3
"coleman",3
"collapsed",3
"collateral",3
"collectively",3
"collects",3
"colo",3
"colon",3
"colonies",3
"coloured",3
"colourful",3
"coma",3
"combs",3
"comforting",3
"commanding",3
"commended",3
"commissioners",3
"commitments",3
"commuters",3
"compact",3
"compares",3
"compass",3
"compensatory",3
"competed",3
"competitions",3
"competitor",3
"complement",3
"compliments",3
"composed",3
"composite",3
"composition",3
"compote",3
"compound",3
"compressed",3
"comprise",3
"comptroller",3
"concealed",3
"conclude",3
"conclusions",3
"concord",3
"concussion",3
"condemning",3
"conductor",3
"confess",3
"confessed",3
"confines",3
"confirmation",3
"confirms",3
"confronted",3
"confusion",3
"congo",3
"congratulate",3
"congregations",3
"connor",3
"conroy",3
"considers",3
"consolation",3
"consortium",3
"conspiracy",3
"consume",3
"contacting",3
"contentious",3
"continuationists",3
"contractor",3
"contradicts",3
"contributing",3
"convenience",3
"converge",3
"convincing",3
"cooperation",3
"coordinated",3
"coordinators",3
"copeland",3
"cornelius",3
"cornstarch",3
"corona",3
"corrugated",3
"cosmetic",3
"costly",3
"county’s",3
"courtesy",3
"covenant",3
"covet",3
"coward",3
"coworker",3
"cows",3
"cox",3
"cradle",3
"craigslist",3
"crawling",3
"creams",3
"creep",3
"creeping",3
"creepy",3
"crest",3
"cries",3
"crispy",3
"criticisms",3
"criticized",3
"critique",3
"crooked",3
"crooks",3
"crossbow",3
"crossword",3
"crouchs",3
"crowder",3
"crucial",3
"crumbs",3
"crump",3
"crunchy",3
"crusaders",3
"crutches",3
"cuckoo",3
"cuisine",3
"cultivate",3
"cumin",3
"cunning",3
"curb",3
"cures",3
"cursed",3
"cursing",3
"cutest",3
"cutoff",3
"cutz",3
"cw",3
"cyclists",3
"cyrus",3
"dairy",3
"damages",3
"damon",3
"damp",3
"dancer",3
"dandelions",3
"daniels",3
"dart",3
"darwin",3
"darwinian",3
"darwins",3
"das",3
"davidson",3
"davies",3
"day”",3
"daytime",3
"dayton",3
"debating",3
"debbie",3
"deceased",3
"deception",3
"deceptively",3
"decked",3
"declaring",3
"decorations",3
"decrease",3
"decried",3
"defaulted",3
"defenses",3
"definitive",3
"deflected",3
"delayed",3
"delhi",3
"delta",3
"deluxe",3
"demeanor",3
"demos",3
"den",3
"denies",3
"dense",3
"depart",3
"departed",3
"depiction",3
"depleted",3
"deposit",3
"dept",3
"derivatives",3
"dermatitis",3
"dermatology",3
"derrick",3
"descendants",3
"descended",3
"descent",3
"describing",3
"descriptions",3
"deserved",3
"destination",3
"detected",3
"developmental",3
"dewitt",3
"dexter",3
"diagnosis",3
"diagonally",3
"dial",3
"diamonds",3
"dietrich",3
"digging",3
"dimensionals",3
"diminish",3
"dipping",3
"directory",3
"disabilities",3
"disagreed",3
"disagrees",3
"disappearance",3
"disappearing",3
"disappears",3
"disappoint",3
"disapprove",3
"discarded",3
"discernment",3
"disciplined",3
"disclaimer",3
"disclose",3
"disclosing",3
"discontent",3
"discounts",3
"discouraged",3
"discourse",3
"discovering",3
"discovers",3
"disgusting",3
"disneyland",3
"disorganized",3
"dispensaries",3
"displays",3
"disposable",3
"disprove",3
"disregard",3
"dissect",3
"dissident",3
"distant",3
"distinguish",3
"diy",3
"dizzy",3
"dobbs",3
"dock",3
"docks",3
"docs",3
"doctor’s",3
"doctrine",3
"dodge",3
"dog’s",3
"doin",3
"dominate",3
"donating",3
"door--door",3
"dorito",3
"downhill",3
"downloaded",3
"downstairs",3
"downward",3
"dragon",3
"drastically",3
"drawers",3
"dreads",3
"driver’s",3
"drizzle",3
"drones",3
"drought",3
"drugged",3
"drummer",3
"drums",3
"dsp",3
"dubbed",3
"duncan",3
"dunking",3
"duties",3
"dyers",3
"dyes",3
"e-zpass",3
"earliest",3
"earnest",3
"earning",3
"ecclesiastes",3
"echoes",3
"eclipse",3
"eco-friendly",3
"economically",3
"economies",3
"ecstasy",3
"edison",3
"egos",3
"eh",3
"elaborate",3
"elevated",3
"eleven",3
"elimination",3
"elliott",3
"eloquent",3
"elses",3
"elvis",3
"elway",3
"embodied",3
"emotes",3
"empathy",3
"emphasized",3
"enabled",3
"enacted",3
"encouragement",3
"endearing",3
"endured",3
"enduring",3
"energetic",3
"enforcers",3
"enforcing",3
"engineered",3
"england’s",3
"enjoyment",3
"enlarged",3
"ensuing",3
"enters",3
"entities",3
"entity",3
"enveloped",3
"environmentally",3
"environments",3
"envision",3
"epilogue",3
"equals",3
"eroded",3
"essex",3
"esteem",3
"eternally",3
"eternity",3
"ethan",3
"ethic",3
"eureka",3
"evacuation",3
"evaluate",3
"everett",3
"exceedingly",3
"excessively",3
"excluded",3
"excluding",3
"exclusive",3
"exclusively",3
"exclusivity",3
"excuses",3
"exemplary",3
"exhausting",3
"exhilarating",3
"expansions",3
"experiments",3
"expertise",3
"explode",3
"exploded",3
"exploding",3
"exploit",3
"exploitation",3
"explorer",3
"explosions",3
"explosives",3
"expose",3
"expressing",3
"expressions",3
"extends",3
"extensions",3
"eye-catching",3
"fabulously",3
"facilitys",3
"factories",3
"factset",3
"factual",3
"fade",3
"fades",3
"fai",3
"failures",3
"fairy",3
"famed",3
"fan-club",3
"farha",3
"farmiga",3
"farming",3
"farmington",3
"farmland",3
"fascinated",3
"fashioned",3
"fastball",3
"fats",3
"favorable",3
"feat",3
"federally",3
"feminine",3
"feral",3
"ferguson",3
"fertilizers",3
"ficano",3
"fiddler",3
"fidf",3
"fielder",3
"fielding",3
"fiery",3
"fiesta",3
"fills",3
"finalist",3
"fingerprint",3
"fir",3
"firefighter",3
"firstly",3
"fisheries",3
"fishing",3
"flaherty",3
"flannel",3
"flashes",3
"flavour",3
"fletcher",3
"flights",3
"flip",3
"flirt",3
"flirting",3
"floats",3
"flooding",3
"flowing",3
"fluffy",3
"flutes",3
"folds",3
"follow-",3
"fond",3
"fondly",3
"footprint",3
"footsteps",3
"foreclosures",3
"forefront",3
"foremost",3
"forgiveness",3
"forgiving",3
"formidable",3
"forsaken",3
"fortress",3
"foundations",3
"fountain",3
"four-year",3
"fractures",3
"fraggles",3
"frail",3
"framed",3
"frances",3
"franchises",3
"franciscos",3
"frankenstein",3
"freddie",3
"freebies",3
"freely",3
"freemasonry",3
"freezing",3
"freshness",3
"fri",3
"friction",3
"friedrich",3
"friend’s",3
"friendster",3
"frightening",3
"frosting",3
"fruity",3
"frustrations",3
"fugitive",3
"fulfill",3
"fulfilling",3
"full-length",3
"functioning",3
"fundamentalist",3
"fundamentally",3
"funded",3
"fundraisers",3
"funky",3
"funniest",3
"furnace",3
"furthermore",3
"fury",3
"fusion",3
"fuss",3
"fx",3
"gangs",3
"ganley",3
"garcia",3
"gardeners",3
"gardening",3
"gases",3
"gastrointestinal",3
"gavin",3
"gazed",3
"gb",3
"geared",3
"geese",3
"gelato",3
"genealogy",3
"generic",3
"generosity",3
"genes",3
"genocide",3
"gentz",3
"georges",3
"gerard",3
"gervais",3
"ghosts",3
"giants’",3
"ginormous",3
"girlfriends",3
"gist",3
"glide",3
"glimmer",3
"globes",3
"glorified",3
"gloucester",3
"gloves",3
"glued",3
"gmo",3
"goats",3
"goddess",3
"goin",3
"goldfish",3
"gomez",3
"gon",3
"good-bye",3
"goodell",3
"gotham",3
"governance",3
"gp",3
"grading",3
"grammys",3
"grandchild",3
"grandson",3
"granola",3
"granting",3
"grasp",3
"grassroots",3
"gratuitous",3
"graves",3
"grazing",3
"greatness",3
"greene",3
"greeting",3
"griffin",3
"grim",3
"grin",3
"grinder",3
"grip",3
"gripping",3
"grisham",3
"grounded",3
"growers",3
"gruden",3
"grueling",3
"gt",3
"guaranteed",3
"guardian",3
"guessed",3
"guides",3
"gulp",3
"gum",3
"gurley",3
"gutted",3
"hahahah",3
"haircuts",3
"hairs",3
"halibut",3
"hallmark",3
"halls",3
"hallway",3
"halt",3
"halted",3
"handgun",3
"handguns",3
"handing",3
"handy",3
"hannibal",3
"hanson",3
"happier",3
"happy”",3
"hardin",3
"harmless",3
"hart",3
"harvard",3
"harvey",3
"hathaway",3
"havoc",3
"hawaii",3
"hawk",3
"hayden",3
"hazel",3
"hazing",3
"hbo",3
"headlights",3
"headline",3
"headlines",3
"hear”",3
"hearings",3
"heartfelt",3
"heartland’s",3
"hearty",3
"heating",3
"heavier",3
"hebrew",3
"helicopter",3
"hella",3
"helmets",3
"heparin",3
"hernia",3
"hesitated",3
"hess",3
"hhs",3
"hid",3
"hideous",3
"high-tech",3
"highlighting",3
"hiked",3
"hiking",3
"hilton",3
"hindon",3
"histories",3
"hitter",3
"hmmwv",3
"hoe",3
"holmgren",3
"holtz",3
"homeownership",3
"honorable",3
"hoop",3
"hoot",3
"hopelessly",3
"hopkins",3
"hornets",3
"hose",3
"hospitality",3
"hostess",3
"hotter",3
"hottest",3
"housed",3
"houstons",3
"html",3
"huff",3
"hugely",3
"hulk",3
"hunched",3
"hurley",3
"husbands",3
"hwy",3
"hyde",3
"hypnotic",3
"hypothetical",3
"ideals",3
"identifies",3
"identities",3
"ignorance",3
"illuminati",3
"illustrate",3
"illustrated",3
"illustration",3
"imaginary",3
"imaginative",3
"imf",3
"imma",3
"immense",3
"immune",3
"immunity",3
"impacts",3
"impaired",3
"impending",3
"imperial",3
"implants",3
"implies",3
"imports",3
"imposing",3
"impress",3
"improv",3
"impulses",3
"imran",3
"inadvertently",3
"inception",3
"incline",3
"inclined",3
"incoming",3
"inconceivable",3
"indebted",3
"independently",3
"indictment",3
"indigo",3
"individuality",3
"induced",3
"inexplicably",3
"inferior",3
"infield",3
"influences",3
"informant",3
"informs",3
"inhale",3
"inherent",3
"inheritance",3
"inherited",3
"inject",3
"inkadinkado",3
"inked",3
"innocence",3
"insects",3
"insider",3
"insides",3
"insoluble",3
"inspirational",3
"inspiring",3
"installment",3
"instincts",3
"insurers",3
"integrate",3
"intel",3
"interaction",3
"interactions",3
"intercepted",3
"interns",3
"interpretation",3
"interpreted",3
"interracial",3
"interrupted",3
"intimately",3
"intrigued",3
"introduces",3
"introductory",3
"invented",3
"inventive",3
"invertebrates",3
"investigator",3
"io",3
"ipa",3
"ira",3
"irene",3
"irrational",3
"irrelevant",3
"irving",3
"irvington",3
"isi",3
"iti",3
"itinerary",3
"ivory",3
"jackie",3
"jacksons",3
"jacobs",3
"jacqueline",3
"jagged",3
"jailed",3
"janet",3
"jealousy",3
"jedward",3
"jello",3
"jensen",3
"jerome",3
"jerrys",3
"jewels",3
"jihad",3
"jill",3
"johns",3
"johnston",3
"jointly",3
"joints",3
"jonah",3
"jonas",3
"joss",3
"journalism",3
"journals",3
"joyful",3
"jt",3
"judas",3
"judd",3
"judicious",3
"judith",3
"judy",3
"juggling",3
"juicy",3
"julian",3
"junction",3
"jung",3
"jupiter",3
"jurisdictions",3
"karin",3
"karma",3
"karr",3
"kathleen",3
"kelo",3
"kemp",3
"kempton",3
"keywords",3
"khan",3
"kickoff",3
"kidd",3
"kierkegaard",3
"killer",3
"kindness",3
"kissed",3
"kissimmee",3
"kitty",3
"kitzhaber",3
"klesla",3
"klout",3
"knitting",3
"knot",3
"knowhere",3
"koschman",3
"kris",3
"kyoto",3
"laboratory",3
"laborers",3
"labs",3
"labyrinth",3
"lacava",3
"ladd",3
"lag",3
"lagoon",3
"lahore",3
"laker",3
"landfill",3
"landlord",3
"lansing",3
"laptops",3
"large-scale",3
"latina",3
"latino",3
"lauren",3
"laurie",3
"layout",3
"leacocks",3
"leaked",3
"leaned",3
"learners",3
"leek",3
"leesburg",3
"legally",3
"leggings",3
"lemonade",3
"lend",3
"lengths",3
"leonard",3
"leopard",3
"leos",3
"leper",3
"letdown",3
"levy",3
"lexus",3
"liaison",3
"liberally",3
"liberating",3
"libyan",3
"lieu",3
"life-changing",3
"life”",3
"lifestyles",3
"lifetimes",3
"lifts",3
"lighten",3
"lima",3
"limbs",3
"limiting",3
"linares",3
"lineage",3
"linebackers",3
"linen",3
"liner",3
"linkedin",3
"lis",3
"listeners",3
"lite",3
"literal",3
"livingston",3
"ll",3
"ln",3
"loading",3
"loathe",3
"lobbied",3
"lobbyists",3
"loft",3
"logan",3
"logging",3
"logical",3
"longarm",3
"longing",3
"looming",3
"loop",3
"loosen",3
"losers",3
"loses",3
"lottie",3
"love”",3
"lovefest",3
"lovingly",3
"lowe",3
"lowered",3
"lowery",3
"lowest",3
"ltd",3
"lucas",3
"lucrative",3
"luis",3
"luncheon",3
"lunches",3
"lungs",3
"lutheran",3
"luv",3
"luxurious",3
"lydia",3
"m-",3
"macaroni",3
"mackerel",3
"maggie",3
"magnolia",3
"maid",3
"maintaining",3
"majors",3
"majpeterlerner",3
"males",3
"malicious",3
"malone",3
"mammoth",3
"manageable",3
"mandated",3
"mango",3
"manhood",3
"manny",3
"manuscripts",3
"marilyn",3
"marjory",3
"marriages",3
"marsh",3
"marta",3
"martha",3
"martial",3
"marxist",3
"mat",3
"maternity",3
"matthews",3
"mattress",3
"matzo",3
"maurice",3
"mavericks",3
"maximize",3
"mccartney",3
"mcgee",3
"mcgraw",3
"mcgruff",3
"mechanic",3
"mechanical",3
"med",3
"mediterranean",3
"meg",3
"mega",3
"megawatts",3
"mei",3
"melo",3
"meme",3
"mentioning",3
"merchants",3
"mercilessly",3
"merge",3
"merger",3
"meteorologist",3
"meter",3
"metrohealth",3
"mf",3
"mh",3
"middle-class",3
"midterm",3
"mighty",3
"mil",3
"milhaven",3
"militants",3
"minaj",3
"miners",3
"ministers",3
"minn",3
"minnesotas",3
"minor-league",3
"mirrors",3
"misuse",3
"mizzou",3
"mk",3
"ml",3
"modern-day",3
"moist",3
"mon",3
"monetary",3
"moneys",3
"monitoring",3
"monitors",3
"montana",3
"moose",3
"morally",3
"moratorium",3
"moreover",3
"mortgages",3
"moses",3
"mother--law",3
"motions",3
"motivate",3
"motivates",3
"motive",3
"motives",3
"motorcyclist",3
"motto",3
"mousse",3
"mozzarella",3
"mtg",3
"muffin",3
"muhlen",3
"municipality",3
"murdering",3
"murders",3
"murky",3
"murmuring",3
"mussels",3
"mutual",3
"myers",3
"myspace",3
"mysteries",3
"nagging",3
"nanny",3
"narrated",3
"narrowed",3
"nash",3
"nasl",3
"nathan",3
"nationals",3
"naval",3
"necker",3
"needless",3
"negligent",3
"neighbour",3
"netting",3
"neuter",3
"nicaragua",3
"nicaraguan",3
"niche",3
"niece",3
"night’s",3
"night”",3
"nightmares",3
"nightspell",3
"nike",3
"nikki",3
"nineteen",3
"nirvana",3
"niv",3
"nobel",3
"nobodys",3
"nominating",3
"nominations",3
"nonprofits",3
"noodle",3
"northbound",3
"northwestern",3
"noses",3
"nostalgic",3
"notable",3
"notebook",3
"noticeable",3
"notorious",3
"npr",3
"nude",3
"nunez",3
"nurturing",3
"nut",3
"nutella",3
"nutley",3
"nutrients",3
"nutty",3
"oasis",3
"oath",3
"oats",3
"obamacare",3
"observation",3
"observe",3
"obstruction",3
"ode",3
"odyssey",3
"offences",3
"offend",3
"offset",3
"oldies",3
"ollie",3
"om",3
"omaha",3
"one-time",3
"operates",3
"oppose",3
"optimism",3
"oracle",3
"ordinance",3
"oregano",3
"organised",3
"ornaments",3
"orphanage",3
"orphans",3
"orthodox",3
"oslo",3
"øthe",3
"otter",3
"outdoors",3
"outfield",3
"outraged",3
"outset",3
"overlook",3
"overlooks",3
"overly",3
"override",3
"overseeing",3
"oversees",3
"oxygen",3
"packs",3
"pact",3
"paige",3
"painter",3
"paints",3
"paired",3
"pairing",3
"pakistani",3
"palette",3
"palmer",3
"palpable",3
"pals",3
"palsy",3
"pansy",3
"paperback",3
"paperwork",3
"paragraphs",3
"parcel",3
"parenting",3
"parma",3
"passwords",3
"patentee",3
"patents",3
"patient’s",3
"patio",3
"patriotic",3
"patted",3
